stateName,cityName,newHomeName,developerName,developerAddress,developerPhone,developerWebsite,unitName,unitStyle,br,ba,sqft,price,pps
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,717 FISH CAMP ROAD,Detached Bungalow,4,2,1774,321900,181
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,740 FISH CAMP ROAD,Detached Bungalow,4,2,1774,319900,180
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,729 FISH CAMP ROAD,Detached Bungalow,4,2,1774,324900,183
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,732 FISH CAMP ROAD,Detached Bungalow,4,2,1774,319900,180
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,721 FISH CAMP ROAD,Detached Bungalow,4,2,1774,321900,181
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Cali,Detached Bungalow,4,2,1774,319900,180
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,146 HALIFAX LANE,Detached Bungalow,4,2,2025,369900,183
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,145 HALIFAX LANE,Detached Bungalow,4,3,2273,374900,165
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,150 HALIFAX LANE,Detached Bungalow,4,3,2273,384900,169
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,142 HALIFAX LANE,Detached Bungalow,4,3,2273,384900,169
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Destin,Detached Bungalow,4,3,2273,374900,165
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,141 HALIFAX LANE,Detached Two+ Story,5,3,2511,379900,151
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Carol,Detached Two+ Story,5,3,2511,379900,151
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,245 CHELSEA PARK CIRCLE,Detached Two+ Story,3,2,1749,324900,186
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,269 CHELSEA PARK CIRCLE,Detached Two+ Story,3,2,1749,326900,187
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,187 CHELSEA PARK ROAD,Detached Two+ Story,3,2,1749,306100,175
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,261 CHELSEA PARK CIRCLE,Detached Two+ Story,3,2,1749,324900,186
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Darwin,Detached Two+ Story,3,2,1749,340900,195
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,253 CHELSEA PARK CIRCLE,Detached Two+ Story,3,2,1764,324900,184
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,252 CHELSEA PARK CIRCLE,Detached Two+ Story,3,2,1764,326900,185
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,282 CHELSEA PARK ROAD,Detached Two+ Story,3,2,1764,304900,173
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,260 CHELSEA PARK CIRCLE,Detached Two+ Story,3,2,1764,326900,185
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Freeport,Detached Bungalow,4,2,1497,314900,210
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,293 PARK CREST RUN,Detached Bungalow,4,2,1774,329900,186
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,309 PARK CREST RUN,Detached Bungalow,4,2,1774,334900,189
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,286 PARK CREST RUN,Detached Bungalow,4,2,1774,341900,193
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,252 PARK CREST RUN,Detached Bungalow,4,2,1774,362100,204
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,301 PARK CREST RUN,Detached Bungalow,4,2,1774,332900,188
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,284 PARK CREST RUN,Detached Bungalow,4,2,1774,329900,186
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,306 PARK CREST RUN,Detached Bungalow,4,2,1774,334900,189
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,257 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,341900,157
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,241 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,339900,156
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,215 CHELSEA PARK ROAD,Detached Two+ Story,4,2,2174,329900,152
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,265 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,341900,157
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,256 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,341900,157
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,249 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,341900,157
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,248 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,339900,156
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,240 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,339900,156
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,264 CHELSEA PARK CIRCLE,Detached Two+ Story,4,2,2174,329900,152
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,200 PARK CREST RUN,Detached Two+ Story,4,2,2806,399900,143
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,236 PARK CREST RUN,Detached Two+ Story,4,2,2806,411900,147
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,265 PARK CREST RUN,Detached Two+ Story,4,2,2806,372900,133
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,512 PARK CREST COVE,Detached Two+ Story,4,2,2806,372900,133
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,249 PARK CREST RUN,Detached Two+ Story,4,2,2830,371483.344,131
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,256 PARK CREST RUN,Detached Two+ Story,4,2,2830,417900,148
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,228 PARK CREST RUN,Detached Two+ Story,4,2,2830,423150,150
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,521 PARK CREST COVE,Detached Two+ Story,4,2,2830,374250,132
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,280 PARK CREST RUN,Detached Two+ Story,4,2,2830,374900,132
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,199 CHELSEA PARK ROAD,Detached Two+ Story,5,3,2381,339900,143
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,520 PARK CREST COVE,Detached Two+ Story,5,3,2511,353200,141
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,244 PARK CREST RUN,Detached Two+ Story,5,3,2511,392100,156
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,273 PARK CREST RUN,Detached Two+ Story,5,3,2511,354900,141
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,297 PARK CREST RUN,Detached Two+ Story,5,3,2511,356900,142
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,289 PARK CREST RUN,Detached Two+ Story,5,3,2511,356900,142
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,292 PARK CREST RUN,Detached Two+ Story,5,3,2511,357900,143
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,305 PARK CREST RUN,Detached Two+ Story,5,3,2511,352900,141
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,237 PARK CREST RUN,Detached Two+ Story,5,2,2618,344900,132
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,529 PARK CREST COVE,Detached Two+ Story,5,2,2618,363900,139
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,220 PARK CREST RUN,Detached Two+ Story,5,2,2618,400250,153
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,504 PARK CREST COVE,Detached Two+ Story,5,2,2618,359900,137
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,277 PARK CREST RUN,Detached Two+ Story,5,2,2618,364900,139
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,221 PARK CREST RUN,Detached Two+ Story,5,2,2632,376150,143
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,248 PARK CREST RUN,Detached Two+ Story,5,2,2632,372300,141
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,513 PARK CREST COVE,Detached Two+ Story,5,2,2632,363900,138
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,532 PARK CREST COVE,Detached Two+ Story,5,2,2632,375100,143
Alabama,Chelsea,Chelsea Park,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,205 PARK CREST RUN,Detached Two+ Story,5,2,2632,332317,126
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Montgomery,Detached Bungalow,3,2,1895,299900,158
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Kirkland,Detached Bungalow,3,2,2065,324900,157
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Rockford,Detached Bungalow,3,2,2270,329900,145
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2104 Brandon Dr,Detached Two+ Story,3,2,2270,358739,158
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Lanier,Detached Bungalow,4,3,2395,349900,146
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Harrison,Detached Bungalow,4,3,2661,359900,135
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Emory,Detached Two+ Story,4,3,3593,414900,115
Alabama,Cullman,North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Madison A,Detached Two+ Story,5,4,3199,399900,125
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2158 McAfee Rd,Detached Two+ Story,3,2,1470,268392,183
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Asheville C,Detached Bungalow,3,2,1470,254900,173
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2156 McAfee Rd,Detached Two+ Story,3,2,1620,276900,171
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Franklin C,Detached Bungalow,3,2,1620,264900,164
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Shelby A,Detached Two+ Story,3,2,2452,329900,135
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2162 McAfee Rd,Detached Two+ Story,4,3,1964,284900,145
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Daphne C,Detached Bungalow,4,2,1964,279900,143
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2157 McAfee Rd,Detached Two+ Story,4,3,2058,322303,157
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2151 McAfee Rd,Detached Two+ Story,4,3,2058,325459,158
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2153 McAfee Rd,Detached Two+ Story,4,3,2058,321583,156
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2155 McAfee Rd,Detached Two+ Story,4,3,2058,329900,160
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Everett,Detached Bungalow,4,3,2058,299900,146
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Charleston D,Detached Two+ Story,4,2,2505,334900,134
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2144 McAfee Rd,Detached Two+ Story,4,2,2572,357432,139
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Chelsea A,Detached Two+ Story,4,3,2769,354900,128
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Richmond D,Detached Two+ Story,5,3,3537,374900,106
Alabama,Cullman,The Reserve at North Ridge,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,2160 McAfee Rd,Detached Two+ Story,5,3,3596,369900,103
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Plan 1475 - KERRY,Detached Bungalow,3,2,1537,266490,173
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,233 Ashland Drive SW,Detached Bungalow,3,2,1683,267900,159
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Plan 1618 - ARIA,Detached Bungalow,3,2,1683,278490,165
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,238 Ashland Drive SW,Detached Bungalow,4,2,1884,260900,138
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,228 Ashland Drive SW,Detached Bungalow,4,2,1884,260900,138
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,225 Ashland Drive SW,Detached Bungalow,4,2,1884,255900,136
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Plan 1774 - CALI,Detached Bungalow,4,2,1884,287490,153
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Plan 1941 - Madison,Detached Bungalow,4,3,2019,318490,158
Alabama,Cullman County,High Point,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Plan 2108 Robinson,Detached Bungalow,4,3,2108,314490,149
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,9427 AMETHYST DRIVE,Detached Bungalow,4,3,2304,364900,158
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,9426 DIAMANTE BLVD,Detached Bungalow,4,3,2304,374130,162
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,9088 DIAMANTE BLVD,Detached Bungalow,4,3,2785,401622,144
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Camden,Detached Bungalow,4,3,2785,392900,141
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,9396 DIAMANTE BLVD,Detached Bungalow,5,3,2409,389570,162
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,9238 AMETHYST DRIVE,Detached Bungalow,5,3,2409,388470,161
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,9283 AMETHYST DRIVE,Detached Bungalow,5,3,2409,385200,160
Alabama,Daphne,Diamante,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The McKenzie,Detached Bungalow,5,3,3113,413900,133
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,10975 NORTHERN DANCER COURT,Detached Bungalow,3,2,1641,287284,175
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23567 UNBRIDLED LOOP,Detached Bungalow,3,2,1641,286900,175
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23835 UNBRIDLED LOOP,Detached Bungalow,3,2,1641,287284,175
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23536 UNBRIDLED LOOP,Detached Bungalow,3,2,1641,287284,175
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23685 UNBRIDLED LOOP,Detached Bungalow,3,2,1641,286900,175
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Aria,Detached Bungalow,3,2,1641,286900,175
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23779 UNBRIDLED LOOP,Detached Bungalow,4,2,1387,270124,195
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,FREEPORT,Detached Bungalow,4,2,1387,272900,197
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,11095 ALYSHEBA LANE,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23807 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23760 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23817 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23599 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,291900,163
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23843 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23612 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23615 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,291900,163
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23641 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,291900,163
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23584 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,291900,163
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23825 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
Alabama,Daphne,Jubilee Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,23664 UNBRIDLED LOOP,Detached Bungalow,4,2,1787,292364,164
